"Group plugin","New rule","Existing rule","SDLC stage","Kind","Test type","Plugin","Location","Trigger"
"unbreakable","","U14: **The ledger row**, referenced throughout this skill: the invariant in one sentence, the rung it actually sits at, the mechanism holding it there, and what would promote it.","DESIGN","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 1. The ladder","writing a ledger row"
"unbreakable","","U15: It is **not a note that something is pending** — ""deferred"" records that work is owed, whereas the thing at risk is a property nobody is currently enforcing, and those two decay differently and are read by different people.","DESIGN","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 1. The ladder","writing a ledger row"
"unbreakable","","U16: And it is **not a private list**: put the row where the project already tracks work that gets scheduled, because a row nobody plans against is rung 0 about rung 5.","DESIGN","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 1. The ladder","placing a ledger row"
"unbreakable","","M58: - An entry in the ledger anchors on a named thing, never on a line number: a line that moves fails silently, a name that changes fails loudly. Where a claim has no name of its own, name the thing enclosing it or quote the line word for word. The wrong form is refused mechanically, so there is nothing left to flag by eye.","IMPL","RECORDS","GATE","machinery","plugins/machinery/rules/design-invariants.md § Weak claims and the enforcement ledger","writing an enforcement-ledger entry"
"unbreakable","","U10: Touching code near a low-rung invariant means promoting it.","IMPL","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 1. The ladder","touching code near a low-rung invariant"
"unbreakable","","U49: 6. **Grandfathering:** touching code near a rung ≤5 invariant obligates the promotion or a ledger row with its design. Debt is allowed; silent debt is not.","IMPL","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 4. The process","touching code near rung ≤5 invariant"
"unbreakable","","U65: - **A5.10 A hand-maintained exception list is debt, and must be filed as debt.** Each entry is an invariant someone opted out of; allowlists grow silently.","IMPL","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","hand-maintained exception list"
"unbreakable","","U53: 10. **State the invariant and file its row in the same commit.** One that exists only in a doc comment is not enumerable, and rule 6 has nowhere to land.","COMMIT","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 4. The process","stating an invariant"
"unbreakable","","U75: Each obliges a promotion or a ledger row **in the same commit**: > ""by convention"" · ""callers must"" / ""guaranteed by callers"" · ""should"" · > ""in practice"" · ""not yet"" · ""remember to"" · ""deferred"" · ""future work"" · > ""hand-maintained"" · ""kept beside"" · ""at least visibly"" · ""documented lenient > rule"" · ""pinned by a test"" · ""debug builds""","COMMIT","RECORDS","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § Red-flag phrases","writing a red-flag phrase"
"unbreakable","","M450: 5. **Run the weak-neighbour obligation as an explicit step.** Touching code next to a weakly held invariant obliges either the promotion or a new ledger row recording the deferral. Debt is allowed; silent debt is not, so a change that leaves a weak invariant weak and records nothing is itself a finding. Both this obligation and the ledger's own form are in `rules/design-invariants.md`, under weak claims and the enforcement ledger.","REVIEW","RECORDS","SOURCE-SCAN","machinery","plugins/machinery/agents/invariant-auditor.md § Procedure","change touches weakly held invariant"
"unbreakable","","D50: | Work deferred on a rule the code was meant to guarantee | recorded with which guarantee is currently not being made and what would restore it — not merely that something is pending | ""deferred"" alone drops the only part that decays; a tracker entry says work is owed, while the thing actually at risk is a property nobody is enforcing right now |","ANY","TICKETS","","developer-friendliness","claude-code/developer-friendliness/developer-friendliness/SKILL.md § 6.1 Deferred work | Work deferred on a rule the code was meant to guarantee","deferring work on a guaranteed rule"
"machinery","When a type's invariant rests on how it is constructed: create it at the authority that reads the source of truth (never wrapped by hand at call sites), in its own unit, or in a dependency-free shared vocabulary unit when creator and consumer are independent. Fields are private with one blessed factory; block generated empty-value and decoder constructors with a private marker member; keep source checks that the type and marker stay put. Write the compile-fail tests (field read, direct build, cross-assignment) red first, then make the fields private in the same change. Two meanings get two types (or names with different return types), and range limits live in one constructor or range type, never in every setter. [Superseded by owner ruling: TDD order — compile-fail proofs are written red before the fields go private]","M51: - A distinguishing type is only as strong as the place it is created. Wrapped by hand at each call site, two adjacent wrappings can be swapped and the type catches nothing. Create it at the authority that reads the source of truth, so the source, the direction and the type are declared in one place.","DESIGN","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Where a distinguishing type is created","creating a distinguishing type"
"machinery","","M52: - When the place that creates such a type and the place that consumes it do not depend on each other, the type goes in a shared vocabulary unit with no dependencies of its own. Making one depend on the other pays for the invariant with whatever property that unit was built to have.","DESIGN","DESIGN","","machinery","plugins/machinery/rules/design-invariants.md § Where a distinguishing type is created","type creator and consumer independent"
"machinery","","U19: 3. **Smart constructors** — fields private, one blessed factory; obtaining `T` *is* establishing `T`'s invariant.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 2. Techniques","a type with an invariant"
"machinery","","U57: - **A5.2 Naming is not prevention.** *(7)* A constructor that can be called wrongly will be. Two meanings ⇒ two types, or two names with different *return* types.","DESIGN","DESIGN","","unbreakable","pure-prose/unbreakable/cant-break-by-design/SKILL.md § 5. Anti-patterns","constructor callable wrongly"
"machinery","","M53: - Field privacy is a wall around the enclosing unit, not around the type: while the type is declared inside a large file, everything in that file can still build one directly. Move it into its own unit, and keep it there with a check over the source, because moving it back out compiles perfectly and no compiler will report it.","IMPL","DESIGN","SOURCE-SCAN","machinery","plugins/machinery/rules/design-invariants.md § Where a distinguishing type is created","distinguishing type inside a large file"
